storm identifier,report ID,date,year,month,day,time,error,type,mag,state,county,radar,slat,slon,elat,elon,start_time (start time of storm analysis),end_time (end time of storm analysis),start_lat (start lat of storm analysis),start_lon (start lon of storm analysis),end_lat (end lat of storm analysis),end_lon (end lon of storm analysis),bndy,hcr,merger,merger_times (separated by spaces � HHMM),bndy orientation (degrees ... included if there is a boundary or HCRs),do_not_include,notes (NO COMMAS),,,,,,
20080315-storm3,2008-T-000370-01,3/15/08,2008,3,15,2210,,TORNADO,2,SC,Calhoun,KCAE,33.7,-81.02,33.64,-80.6,2113,2249,33.89,-81.91,33.59,-80.41,,,,,,,,,,,,,
20080315-storm4,2008-T-000395-01,3/16/08,2008,3,16,134,,TORNADO,2,GA,Effingham,KCLX,32.39,-81.31,32.37,-81.21,57,238,32.56,-81.82,32.14,-80.5,,,0,,,,Another long-lived tornadic sup on this day with no mergers,,,,,,
20080331-storm1,2008-T-000431-01,3/31/08,2008,3,31,2005,,TORNADO,0,TX,Johnson,KFWS,32.44,-97.54,32.44,-97.53,1939,2127,32.38,-97.75,32.63,-96.84,,,0,,,,Weak supercell.  Meso not well defined,,,,,,
20080403-storm1,2008-T-000440-01,4/4/08,2008,4,4, ,,TORNADO,2,AR,Saline,KLZK,34.59,-92.55,34.62,-92.52,145,401,34.42,-92.93,35.14,-91.8,,,1,0153 0202 0223 0331 0353,,,Tornadoes after merger at 0202. Separate tornado forms right over KLZK at 0300.  Cyclic behavior to meso.  Meso weakens fast after 0353 merger.,,,,,,
20080403-storm1,2008-T-000441-01,4/4/08,2008,4,4,234,,TORNADO,2,AR,Saline,KLZK,34.64,-92.52,34.66,-92.49,145,401,34.42,-92.93,35.14,-91.8,,,,,,,,,,,,,
20080403-storm1,2008-T-000447-01,4/4/08,2008,4,4,328,,TORNADO,2,AR,Lonoke,KLZK,34.94,-92.06,35.03,-91.93,145,401,34.42,-92.93,35.14,-91.8,,,,,,,,,,,,,
20080403-storm1,2008-T-000449-01,4/4/08,2008,4,4,344,,TORNADO,1,AR,White,KLZK,35.06,-91.99,35.17,-91.84,145,401,34.42,-92.93,35.14,-91.8,,,,,,,,,,,,,
20080407-storm1,2008-H002091-00,4/7/08,2008,4,7,2140,,HAIL,275,TX,Wilbarger,KFDR,34.13,-99.14,,,2117,2309,34.03,-99.21,34.03,-98.54,,,0,,,,,,,,,,
20080407-storm1,2008-T-000471-01,4/7/08,2008,4,7,2156,,TORNADO,0,TX,Wichita,KFDR,34.04,-98.95,,,2117,2309,34.03,-99.21,34.03,-98.54,,,,,,,,,,,,,
20080407-storm1,2008-T-000473-01,4/7/08,2008,4,7,2209,,TORNADO,1,TX,Wichita,KFDR,34.09,-98.95,34.1,-98.94,2117,2309,34.03,-99.21,34.03,-98.54,,,,,,,,,,,,,
20080409-storm1,2008-T-000481-01,4/9/08,2008,4,9,2221,,TORNADO,1,TX,Stephens,KDYX,32.72,-98.91,32.78,-98.81,2051,2254,32.37,-99.79,32.83,-98.58,,,1,2232 2241,,,More like small showers but included these since they were right in the inflow and storm changed character after the mergers,,,,,,
20080423-storm1,2008-H003122-00,4/24/08,2008,4,24,31,,HAIL,275,TX,Callahan,KDYX,32.33,-99.19,,,,,,,,,,,,,,1,No data available,,,,,,
20080425-storm1,2008-T-000628-01,4/25/08,2008,4,25,2347,,TORNADO,0,TX,Bell,KGRK,30.89,-97.46,30.88,-97.46,2149,134,31.39,-97.62,30.57,-97.42,,,0,,,,supercell forced along a front.  Lines out around 0130 UTC as new cell forms on its flank to SW,,,,,,
20080426-storm1,2008-H003532-00,4/27/08,2008,4,27,447,,HAIL,275,TX,Eastland,KDYX,32.38,-98.89,,,221,530,32.82,-99.96,32.22,-98.57,,,0,,,,discrete storm‚Ä¶sorta forward propagating along surging RFD,,,,,,
20080501-storm1,2008-H003637-00,5/2/08,2008,5,2,10,,HAIL,275,SD,Turner,KFSD,43.41,-97.08,,,2304,112,43.05,-97.26,43.73,-97,,,0,,,,Looks like a tor at 2338 ... occludes ... then new meso forms.  Hail report is with this new meso (also tornadic). Supercell dissipates rapidly around 0112.,,,,,,
20080502-storm1,2008-T-000694-01,5/2/08,2008,5,2,1631,,TORNADO,2,AR,Saline,KLZK,34.49,-92.29,34.51,-92.25,1553,1752,34.33,-92.75,34.98,-91.46,,,1,1610,,,Merger of small shower near meso right before tgen.  ,,,,,,
20080502-storm1,2008-T-000696-01,5/2/08,2008,5,2,1655,,TORNADO,2,AR,Lonoke,KLZK,34.61,-92.03,34.71,-91.88,,,,,,,,,,,,,,,,,,,
20080507-storm1,2008-T-000731-01,5/7/08,2008,5,7,1650,,TORNADO,0,TX,Hockley,KLBB,33.64,-102.19,33.64,-102.17,,,,,,,,,,,,1,Not a supercell ,,,,,,
20080510-storm1,2008-T-000794-01,5/10/08,2008,5,10,2225,,TORNADO,0,OK,Mayes,KINX,36.34,-95.27,,,2151,2303,36.31,-95.61,36.35,-94.7,,,0,,,,Was going strong as it got > 75 km from radar,,,,,,
20080511-storm1,2008-T-000882-01,5/11/08,2008,5,11,2257,,TORNADO,2,NC,Onslow,KMHX,34.87,-77.24,34.88,-77.22,2216,16,34.85,-77.69,35.02,-76.19,,,0,,,,mini-supercell,,,,,,
20080511-storm2,2008-T-000884-01,5/11/08,2008,5,11,2328,,TORNADO,0,NC,Onslow,KMHX,34.84,-77.24,34.84,-77.24,2315,41,34.85,-77.41,34.98,-76.22,,,1,2350,,,separate mini-supercell.  Almost loses supercell character after merger,,,,,,
20080522-storm1,2008-T-000948-01,5/22/08,2008,5,22,2342,,TORNADO,2,CA,Riverside,KSOX,33.88,-117.25,33.86,-117.29,,,,,,,,,,,,1,Not really a supercell,,,,,,
20080522-storm1,2008-T-000951-01,5/23/08,2008,5,23,40,,TORNADO,0,CA,Riverside,KSOX,33.8,-117.34,33.8,-117.35,,,,,,,,,,,,1,,,,,,,
20080523-storm1,2008-W-004445-00,5/23/08,2008,5,23,2250,,WIND,65,KS,Gray,KDDC,37.94,-100.35,,,2138,2352,37.45,-100.67,38.43,-100.07,,,1,2352,,,Merger happens right at 75 km from the radar when I stopped tracking it,,,,,,
20080523-storm2,2008-T-001050-01,5/24/08,2008,5,24,319,,TORNADO,2,KS,Edwards,KDDC,37.81,-99.56,37.91,-99.37,217,358,37.5,-100.13,38.04,-99.28,,,1,0307 0317 0326 0340,,,"Rotation seemed to increase post merger ... especially after the merger with the larger storm at 0340, but weakens shortly after that",,,,,,
20080526-storm1,2008-H006356-00,5/26/08,2008,5,26,2120,,HAIL,275,KS,Hodgeman,KDDC,38.06,-99.71,,,,,,,,,,,,,,1,No data available,,,,,,
20080526-storm2,2008-W-004793-00,5/27/08,2008,5,27,150,,WIND,65,KS,Ford,KDDC,37.64,-99.75,,,,,,,,,,,,,,1,No data available,,,,,,
20080529-storm1,2008-T-001182-01,5/30/08,2008,5,30,406,,TORNADO,0,IA,Dallas,KDMX,41.76,-94.07,,,,,,,,,,,,,,1,Incomplete data,,,,,,
20080601-storm1,2008-T-001214-01,6/1/08,2008,6,1,2345,,TORNADO,0,NE,Cherry,KLNX,42.18,-100.47,,,2234,107,42.53,-101.06,41.64,-99.81,,,1,2339 0002,,,Tor warning early but mostly a big hailer,,,,,,
20080603-storm1,2008-T-001223-01,6/3/08,2008,6,3,2327,,TORNADO,0,VA,Roanoke,KFCX,37.25,-79.97,37.24,-79.94,,,,,,,,,,,,1,Incomplete data,,,,,,
20080607-storm1,2008-T-001360-01,6/7/08,2008,6,7,2150,,TORNADO,0,MN,Houston,KARX,43.82,-91.67,,,,,,,,,,,,,,1,Incomplete data,,,,,,
20080607-storm2,2008-T-001369-01,6/7/08,2008,6,7,2255,,TORNADO,2,IL,Will,KLOT,41.4,-87.85,41.43,-87.79,,,,,,,,,,,,1,Incomplete data,,,,,,
20080607-storm2,2008-T-001370-01,6/7/08,2008,6,7,2313,,TORNADO,2,IL,Will,KLOT,41.44,-87.77,41.47,-87.74,,,,,,,,,,,,1,Incomplete data,,,,,,
20080612-storm1,2008-W-007903-00,6/12/08,2008,6,12,1910,,WIND,78,WI,Walworth,KMKX,42.8107,-88.3582,,,,,,,,,,,,,,1,Not really a supercell.  A blobby multicell with a mesocyclone/mesovortex kinda thing,,,,,,
20080613-storm1,2008-H009411-00,6/14/08,2008,6,14,325,1,HAIL,275,OK,Oklahoma,KTLX,35.47,-97.51,,,,,,,,,,,,,,1,Incomplete data,,,,,,
20080619-storm1,2008-W-009002-00,6/19/08,2008,6,19,1957,,WIND,70,MO,Polk,KSGF,37.45,-93.26,,,,,,,,,,,,,,1,No data available,,,,,,
20080622-storm1,2008-H011630-00,6/22/08,2008,6,22,2030,,HAIL,200,NY,Schenectady,KENX,42.82,-73.9,,,2008,2159,42.74,-73.98,42.95,-73.4,,,1,2031,,1,Small supercell ... small merger and no MYRORSS data so do not include,,,,,,
20080622-storm1,2008-H011675-00,6/22/08,2008,6,22,2126,,HAIL,200,NC,Harnett,KRAX,35.41,-78.77,,,,,,,,,,,,,,1,Not a supercell,,,,,,
20080707-storm1,2008-T-001551-01,7/7/08,2008,7,7,2230,,TORNADO,0,ND,Steele,KMVX,47.57,-97.84,,,,,,,,,,,,,,1,Incomplete data,,,,,,
20080710-storm1,2008-T-001571-01,7/10/08,2008,7,10,1910,,TORNADO,0,IA,Clinton,KDVN,41.93,-90.71,41.9,-90.66,1829,2020,42.11,-91.13,41.76,-90.26,,,1,1901 1938,,,Cell merges into hook area a little before tgen. Also rides a boundary. No longer supercell characteristics after 2020 UTC,,,,,,
20080710-storm1,2008-T-001572-01,7/10/08,2008,7,10,1942,,TORNADO,0,IA,Clinton,KDVN,41.85,-90.54,,,1829,2020,42.11,-91.13,41.76,-90.26,,,,,,,same storm as above,,,,,,
20080710-storm1,2008-H013777-00,7/10/08,2008,7,10,2300,,HAIL,225,ND,Burleigh,KBIS,47.04,-100.59,,,2221,43,47.13,-101.06,46.78,-99.85,,,1,2238 2356,,,Clear boundary,,,,,,
20080710-storm1,2008-T-001576-01,7/10/08,2008,7,10,2310,,TORNADO,0,ND,Burleigh,KBIS,47,-100.67,47,-100.66,2221,43,47.13,-101.06,46.78,-99.85,,,,,,,same storm as above,,,,,,
20080718-storm1,2008-W-012318-00,7/18/08,2008,7,18,1750,,WIND,65,ME,Cumberland,KGYX,43.64,-70.44,,,1700,1829,43.83,-70.64,43.46,-70.07,,,0,,,1,Weakened rapidly over the ocean and no MYRORSS data so do not include,,,,,,
20080719-storm1,2008-H014456-00,7/20/08,2008,7,20,45,,HAIL,200,ND,Morton,KBIS,46.51,-100.89,,,11,205,46.64,-101.28,46.38,-99.95,,,1,0023 0140,,,,,,,,,
20080722-storm1,2008-W-013416-00,7/22/08,2008,7,22,2342,,WIND,65,KS,Sedgwick,KICT,37.8822,-97.3267,,,2246,19,38,-97.32,37.83,-97.32,,,0,,,,Marginal supercell.  Lasts < 2 h.,,,,,,
20080726-storm1,2008-H015098-00,7/26/08,2008,7,26,2134,,HAIL,275,KS,Wabaunsee,KTWX,38.87,-96.48,,,2059,2316,38.91,-96.56,38.66,-96.16,,,0,,,,Another short-lived supercell,,,,,,
20080727-storm1,2008-H015336-00,7/28/08,2008,7,28,358,,HAIL,275,IA,Boone,KDMX,42.05,-93.88,,,335,517,42.09,-94.03,41.32,-93.19,,,1,458,,,Cell weakens after merger,,,,,,
20080728-storm1,2008-T-001639-01,7/29/08,2008,7,29,225,,TORNADO,0,ND,Burleigh,KBIS,47.05,-100.74,47.01,-100.69,105,324,47.29,-101.37,46.75,-100.03,,,1,124,,,Tor warning ~15 minutes after merger with strong updraft,,,,,,
20080819-storm1,2008-T-001694-01,8/19/08,2008,8,19,1725,1,TORNADO,1,FL,Brevard,KMLB,27.88,-80.51,27.88,-80.52,,,,,,,,,,,,1,TC tor embedded in stratiform,,,,,,
20080826-storm1,2008-T-001737-01,8/26/08,2008,8,26,2005,,TORNADO,1,SC,Greenville,KGSP,34.64,-82.38,34.73,-82.38,1903,2116,34.27,-82.51,35.06,-82.28,,,1,1946 1954 ,,,mini-supercell.  Tor follows the two mergers,,,,,,
20080901-storm1,2008-T-001768-01,9/1/08,2008,9,1,2140,,TORNADO,0,MS,Rankin,KDGX,32.51,-89.89,32.51,-89.91,,,,,,,,,,,,1,TC tor embedded in stratiform,,,,,,
20080902-storm1,2008-T-001778-01,9/2/08,2008,9,2,1932,,TORNADO,0,LA,St.Tammany,KLIX,30.48,-90.06,,,,,,,,,,,,,,1,Incomplete data,,,,,,
20080912-storm1,2008-T-001824-01,9/12/08,2008,9,12,2253,,TORNADO,0,KS,Johnson,KEAX,38.87,-94.63,38.87,-94.63,2129,113,38.54,-95.02,39.4,-93.85,,,1,2336 0031,,,Long-lived tornadic sup. Mergers appear to have an impact on this one.,,,,,,
20080912-storm1,2008-T-001825-01,9/12/08,2008,9,12,2336,,TORNADO,0,MO,Jackson,KEAX,39.08,-94.34,39.08,-94.34,,,,,,,,,,,,,Same storm as above,,,,,,
20081008-storm1,2008-T-001883-01,10/8/08,2008,10,8,2124,,TORNADO,1,FL,Jefferson,KTLH,30.44,-84.03,30.46,-84.03,1847,2151,30.11,-84.59,30.56,-83.94,,,0,,,,Storm tornadoes right before it dies,,,,,,
20081107-storm1,2008-T-001890-01,11/7/08,2008,11,7,1810,,TORNADO,0,TX,Cameron,KBRO,26.08,-97.25,26.08,-97.26,,,,,,,,,,,,1,Not a supercell. Landspout on the sea-breeze.,,,,,,
20090218-storm1,2009-T-000019-01,2/18/09,2009,2,18,2325,,TORNADO,0,GA,Houston,KJGX,32.65,-83.6,,,224141,3808,32.5082,-84.1266,32.862,-82.566,0,0,0,,,,,,,,,,
20090218-storm2,2009-T-000033-01,2/19/09,2009,2,19,130,,TORNADO,2,GA,Coweta,KFFC,33.22,-84.77,33.24,-84.5,4910,24157,33.2951,-85.353,33.2701,-83.7527,0,0,0,,,,,,,,,,
20090307-storm1,2009-T-000051-01,3/8/09,2009,3,8,210,,TORNADO,0,KS,Kingman,KICT,37.47,-97.83,37.47,-97.82,11830,33605,37.3241,-98.1916,38.0494,-96.7383,0,0,0,,,,,,,,,,
20090308-storm1,2009-T-000269-01,3/8/09,2009,3,8,1556,,TORNADO,2,IL,Jersey,KLSX,39.04,-90.57,39.05,-90.56,150315,161750,38.6302,-91.4887,39.2061,-90.4158,0,0,1,1549,,,,,,,,,
20090323-storm1,2009-T-000140-01,3/23/09,2009,3,23,1845,,TORNADO,0,NE,Cherry,KLNX,42.16,-100.62,,,183035,192118,42.1258,-100.6818,42.5249,-100.8172,1,1,0,,60,,Storm initiates on boundary and follows storm and then outflow boundary from west catches up with storm. azshear bad,,,,,,
20090323-storm2,2009-W-000925-01,3/23/09,2009,3,23,2203,,WIND,79,KS,Riley,KTWX,39.1076,-96.58,39.1076,-96.58,210801,224922,38.6807,-96.9964,39.6543,-95.9951,0,1,0,,170,,,,,,,,
20090328-storm1,2009-H-001076-01,3/28/09,2009,3,28,2139,,HAIL,225,KY,Christian,KHPX,36.67,-87.65,36.73,-87.57,,,36.67,-87.65,,,,,,,,1,KHPX not available,,,,,,
20090331-storm1,2009-H-001261-01,3/31/09,2009,3,31,1320,,HAIL,200,TX,Gonzales,KEWX,29.44,-97.76,29.44,-97.76,124244,135650,29.4901,-98.4483,29.45,-97.3445,1,0,0,,,,,,,,,,
20090409-storm1,2009-T-000077-01,4/10/09,2009,4,10,259,,TORNADO,2,LA,Caddo,KSHV,32.53,-94.04,32.5,-93.71,21520,41821,32.633,-94.5786,32.5453,-93.0552,0,1,0,,180,,Not sure on the hcr?,,,,,,
20090410-storm1,2009-H-001737-01,4/10/09,2009,4,10,1744,,HAIL,300,KY,Christian,KHPX,37.0295,-87.5056,37.05,-87.48,,,37.0295,-87.5056,,,,,,,,1,KHPX not available,,,,,,
20090410-storm2,2009-H-001916-01,4/10/09,2009,4,10,2115,,HAIL,200,AL,Shelby,KBMX,33.334,-86.6264,33.334,-86.6264,205353,212618,33.273,-86.9314,33.38,-86.432,0,0,0,,,1,,,,,,,
20090410-storm3,2009-T-000402-01,4/11/09,2009,4,11,157,,TORNADO,1,AL,Lee,KMXX,32.46,-85.44,32.44,-85.37,,,32.46,-85.44,,,,,,,,1,KMXX not available,,,,,,
20090416-storm1,2009-T-000258-01,4/16/09,2009,4,16,2345,,TORNADO,0,TX,Crosby,KLBB,33.66,-101.4,33.66,-101.4,220057,4639,33.4133,-101.9278,33.8654,-101.0423,0,0,0,,,,,,,,,,
20090420-storm1,2009-T-000538-01,4/20/09,2009,4,20,2345,,TORNADO,0,VA,IsleofWight,KAKQ,36.95,-76.78,36.99,-76.64,223530,3753,36.7639,-77.4491,37.2327,-76.2522,0,0,0,,,,,,,,,,
20090426-storm1,2009-H-003046-01,4/26/09,2009,4,26,2150,,HAIL,250,TX,Wilbarger,KFDR,34.15,-99.29,34.15,-99.29,210601,235749,33.9634,-99.6109,34.9729,-98.7217,0,0,1,2144 2310 2327,,,,,,,,,
20090426-storm2,2009-T-000521-01,4/27/09,2009,4,27,910,,TORNADO,1,TX,Williamson,KGRK,30.63,-97.59,30.64,-97.56,75112,101325,30.4599,-98.1246,30.9067,-97.3395,1,0,0,,0,,,,,,,,
20090429-storm1,2009-T-000330-01,4/29/09,2009,4,29,2330,,TORNADO,1,TX,Carson,KAMA,35.45,-101.38,35.45,-101.37,222522,3939,35.6265,-101.6241,35.3409,-101.2052,0,0,1,2234 2257 2316 2348 0011,,,,,,,,,
20090429-storm2,2009-T-000331-01,4/29/09,2009,4,29,2336,,TORNADO,0,TX,Carson,KAMA,35.38,-101.39,,,,,35.38,-101.39,,,,,,,,1,Same as above,,,,,,
20090503-storm1,2009-T-000670-01,5/3/09,2009,5,3,2302,,TORNADO,0,VA,Floyd,KFCX,36.88,-80.58,36.88,-80.57,221019,233047,36.7981,-80.9578,36.9801,-80.3636,0,0,1,2239,,,Stratiform influence,,,,,,
20090506-storm1,2009-T-000299-01,5/6/09,2009,5,6,2355,,TORNADO,1,OR,Umatilla,KPDT,45.72,-118.52,45.73,-118.48,225943,3022,45.6437,-119.3288,45.8213,-118.0145,0,0,1,1037,,,,,,,,,
20090508-storm1,2009-T-000354-01,5/8/09,2009,5,8,2315,,TORNADO,2,TN,Claiborne,KMRX,36.46,-83.58,,,221551,235019,36.3718,-84.1945,36.4291,-83.164,0,0,0,,,,,,,,,,
20090508-storm2,2009-T-000355-01,5/8/09,2009,5,8,2336,,TORNADO,0,TN,Grainger,KMRX,36.36,-83.42,36.41,-83.34,,,36.36,-83.42,,,,,,,,1,Same as above,,,,,,
20090508-storm3,2009-W-002700-01,5/8/09,2009,5,8,2345,,WIND,75,TN,Grainger,KMRX,36.41,-83.36,36.41,-83.36,,,36.41,-83.36,,,,,,,,1,Same as above,,,,,,
20090515-storm1,2009-H-004486-01,5/15/09,2009,5,15,2030,,HAIL,275,KS,Pottawatomie,KTWX,39.19,-96.07,39.19,-96.07,193518,212237,39.1216,-96.5151,39.1563,-95.2896,1,0,1,2038 2112,0,,,,,,,,
20090516-storm1,2009-T-000290-01,5/16/09,2009,5,16,2100,,TORNADO,0,NY,Tioga,KBGM,42.07,-76.3,,,202107,215000,42.0092,-76.8238,42.2093,-75.9173,0,0,1,2107,,,,,,,,,
20090524-storm1,2009-T-000445-01,5/24/09,2009,5,24,2012,,TORNADO,0,CO,Adams,KFTG,39.83,-104.9,,,194057,205718,39.815,-104.9582,39.8929,-104.7201,0,0,1,2034,,,,,,,,,
20090602-storm1,2009-H-005623-01,6/2/09,2009,6,2,2213,,HAIL,200,OH,Montgomery,KILN,39.5911,-84.15,39.6066,-84.28,213104,234617,39.6868,-84.6208,39.3945,-83.4685,1,0,1,2226,60,,,,,,,,
20090603-storm1,2009-T-001007-01,6/4/09,2009,6,4,222,,TORNADO,0,TX,SanPatricio,KCRP,27.96,-97.8,27.96,-97.81,,,27.96,-97.8,,,,,,,,1,Could not find report,,,,,,
20090605-storm1,2009-H-005977-01,6/6/09,2009,6,6,428,,HAIL,200,NE,Adams,KUEX,40.65,-98.39,40.59,-98.39,31845,42944,40.9004,-98.8666,40.6649,-98.3279,0,0,1,349,,,,,,,,,
20090609-storm1,2009-H-006608-01,6/9/09,2009,6,9,2335,,HAIL,250,KS,Ford,KDDC,37.76,-99.6,37.76,-99.6,213406,2537,37.5604,-100.6198,37.6369,-99.1555,0,0,0,,,,,,,,,,
20090611-storm1,2009-H-006800-01,6/11/09,2009,6,11,2034,,HAIL,450,TX,Eastland,KDYX,32.38,-98.98,32.362,-98.969,200036,211358,32.3919,-99.1371,32.2647,-99.0433,1,0,1,2037 2051,,,,,,,,,
20090611-storm2,2009-W-004768-01,6/12/09,2009,6,12,850,,WIND,74,KS,Ford,KDDC,37.55,-99.63,37.55,-99.63,64852,93550,37.8194,-100.665,37.4459,-99.2623,0,0,1,0648 0702 0735 0749 0835 0921,,,,,,,,,
20090612-storm1,2009-H-006948-01,6/12/09,2009,6,12,1652,,HAIL,275,OK,LeFlore,KSRX,35.23,-94.5946,35.23,-94.5946,160416,174228,35.279,-95.1813,35.1173,-94.3372,0,0,1,1742,,,Supercell swallowed by QLCS,,,,,,
20090613-storm1,2009-W-005112-01,6/13/09,2009,6,13,2100,,WIND,70,DE,Kent,KDOX,38.8846,-75.6686,38.8381,-75.6704,203629,221019,38.9074,-75.8311,38.6442,-75.3766,1,0,0,,90,,Initiates on boundary and stays close. ordinary cell,,,,,,
20090614-storm1,2009-H-007308-01,6/15/09,2009,6,15,18,,HAIL,275,SD,Meade,KUDX,44.2312,-103.043,44.2312,-103.043,221640,30757,44.4213,-103.4892,44.0086,-102.6287,0,1,1,2258 2339 0053 0103 0144 0254,150,,Long track supercell,,,,,,
20090615-storm1,2009-H-007518-01,6/15/09,2009,6,15,2254,,HAIL,200,KS,Butler,KICT,37.68,-97.0486,37.68,-97.0486,,,37.68,-97.0486,,,,,,,,1,Absence of data from 2300 to 0100 UTC so cannot analyze,,,,,,
20090615-storm2,2009-T-000962-01,6/16/09,2009,6,16,118,,TORNADO,0,NE,Adams,KUEX,40.51,-98.57,40.5,-98.56,1825,31436,40.5261,-98.8107,40.269,-97.6677,1,0,0,,90,,,,,,,,
20090615-storm3,2009-H-007675-01,6/16/09,2009,6,16,145,,HAIL,200,KS,Sumner,KICT,37.3936,-97.3262,37.3936,-97.3262,10944,23304,37.2408,-97.5333,37.7594,-96.8561,0,0,0,,,,Absence of data from 2300 to 0100 UTC. but still analyzable,,,,,,
20090616-storm1,2009-H-007768-01,6/16/09,2009,6,16,2109,,HAIL,275,SC,Greenville,KGSP,34.712,-82.45,34.6425,-82.4495,201755,223649,34.9192,-82.5449,34.241,-82.2981,0,0,0,,,,,,,,,,
20090617-storm1,2009-H-007872-01,6/17/09,2009,6,17,1950,,HAIL,275,KY,Nelson,KLVX,37.78,-85.67,37.78,-85.67,192422,202710,37.907,-85.8527,37.6336,-85.381,0,0,1,2008,,,,,,,,,
20090624-storm1,2009-H-008569-01,6/25/09,2009,6,25,145,,HAIL,250,SD,Brown,KABR,45.4,-98.08,45.4,-98.08,3419,23010,45.6159,-98.636,45.1017,-97.6131,1,0,0,,90,,Storm runs into outflow from another supercell to east,,,,,,
20090624-storm2,2009-T-000978-01,6/25/09,2009,6,25,150,,TORNADO,0,SD,Day,KABR,45.36,-97.98,45.36,-97.97,,,45.36,-97.98,,,,,,,,1,Same as above,,,,,,
20090728-storm1,2009-H-011393-01,7/29/09,2009,7,29,346,,HAIL,200,OK,McClain,KTLX,35.14,-97.6069,35.14,-97.6069,24425,42522,35.4471,-97.7948,34.9266,-97.3978,1,0,0,,120,,,,,,,,
20090807-storm1,2009-H-011919-01,8/8/09,2009,8,8,8,,HAIL,275,SD,Meade,KUDX,44.38,-103.095,44.38,-103.095,230921,13703,44.3832,-103.799,44.1847,-101.8868,0,1,0,,30,,,,,,,,
20090807-storm2,2009-H-011920-01,8/8/09,2009,8,8,25,,HAIL,200,SD,Meade,KUDX,44.3945,-102.88,44.3945,-102.88,,,44.3945,-102.88,,,,,,,,1,Same as above,,,,,,
20091001-storm1,2009-W-012579-00,10/2/09,2009,10,2,0,,WIND,65,TX,Coryell,KGRK,31.2401,-97.9949,,,,,31.2401,-97.9949,,,,,,,,1,Could not find report. wrong time?,,,,,,
20091029-storm1,2009-T-001201-01,10/29/09,2009,10,29,2252,,TORNADO,0,LA,Caddo,KSHV,32.71,-93.96,32.72,-93.95,213816,230731,32.0154,-94.3986,32.8453,-93.905,0,0,1,2159 2229 2246,,,Classic SE case very very messy,,,,,,
20100121-storm1,2010-T0121225801,1/21/10,2010,1,21,2258,,TORNADO,0,TN,Franklin,KHTX,35.2,-85.89,35.22,-85.86,211558,233624,34.881062,-86.733197,35.339725,-85.614655,0,0,1,2313,0,,"Supercell becomes messy, loses distinguishable mesocyclone after cell merger",,,,,,Make sure MYRORSS matches cell mergers and cases
20100124-storm1,2010-T0124214001,1/24/10,2010,1,24,2140,,TORNADO,0,TN,Robertson,KHPX,36.55,-86.91,36.6,-86.9,,,,,,,,,,,,1,No radar data available,,,,,,
20100325-storm1,2010-T0326005901,3/26/10,2010,3,26,59,,TORNADO,1,AL,Chilton,KBMX,32.85,-86.68,32.86,-86.64,257,14344,32.855999,-87.089348,32.883484,-86.292694,0,0,0,0,0,1,Messy supercell with possible HCRs maybe revisit,,,,,,
20100423-storm1,2010-H0424110501,4/24/10,2010,4,24,1105,,HAIL,275,LA,Webster,KSHV,32.57,-93.43,,,94721,112057,31.948874,-94.194557,32.767754,-93.096695,1,0,1,1009 1112,60,,HCRs not in inflow region travels along boundary,,,,,,
20100424-storm1,2010-T0424192801,4/24/10,2010,4,24,1928,,TORNADO,2,MS,Clay,KGWX,33.63,-88.6,33.64,-88.57,185629,204144,33.431843,-89.0305018,34.140163,-87.62056,0,0,1,1923 2023,0,,Scattered cells ahead of target storm,,,,,,
20100425-storm1,2010-T0425235901,4/25/10,2010,4,25,2359,,TORNADO,0,NC,Wake,KRAX,35.83,-78.32,35.84,-78.26,231137,10003,35.719418,-78.724968,35.958557,-77.765068,1,0,0,,30,,storm report at 0005z on GR,,,,,,
20100503-storm1,2010-H0503212401,5/3/10,2010,5,3,2124,,HAIL,200,MO,Lincoln,KLSX,39.04,-90.74,,,201743,222650,39.093464,-91.401016,39.050564,-89.908562,1,0,0,,30,,stationary boundary ahead of storm,,,,,,
20100510-storm1,2010-H0510203002,5/10/10,2010,5,10,2030,,HAIL,275,OK,Grant,KVNX,36.88,-97.92,,,192457,212812,36.42765,-98.901703,36.995857,-97.360397,0,1,1,1950 2024 2032 2058 2111 2128,0,,Cycling supercell in HCR field with multiple cell megers,,,,,,
20100510-storm2,2010-T0510235201,5/10/10,2010,5,10,2352,,TORNADO,0,OK,Cleveland,KTLX,35.02,-97.21,35.02,-97.18,223545,2633,34.973297,-98.143364,34.988358,-96.558456,0,0,1,2327 2336 2349 ,0,,forms into a line,,,,,,
20100512-storm1,2010-T0512211801,5/12/10,2010,5,12,2112,1,TORNADO,0,KS,Reno,KICT,37.83,-97.79,37.84,-97.78,200743,224431,37.529232,-98.276344,38.287998,-97.193848,1,1,1,2035 2116 2144,60,,Storm along line of cells,,,,,,
20100514-storm1,2010-H0514163001,5/14/10,2010,5,14,1630,,HAIL,200,TN,Montgomery,KHPX,36.52,-87.23,,,,,,,,,,,,,,1,Need to find radar data for KHPX,,,,,,
20100518-storm1,2010-T0518134101,5/18/10,2010,5,18,1341,,TORNADO,0,TX,Cameron,KBRO,26.07,-97.22,,,,,,,,,,,,,,1,doesn't maintain supercell features,,,,,,
